[6.0851262380233875, 1.085126238023388, 4.829747523953224, -0.1702524760467758, 26.170252476046777]
[0.13478312539974407, 7.1347831253997445, 12.730433749200511, -0.26956625079948815, 1.269566250799488]
[3.181123956573414, 1.1811239565734144, 22.637752086853173, 1.6377520868531712, 2.362247913146829]
[3.907559053894161, 0.6302362155766446, 9.016850407164227, 1.8151181077883223, 2.260472431153289]
[3.9034976123326177, 1.6139904493304713, 22.061526264341204, -0.1930047753347644, 3.2279808986609426]
[13.0, 2.0, 24.0, 0.0, 1.0]
[13.0, 5.0, 12.0, 0.0, 20.0]
[11.0, 0.0, 13.0, 0.0, 23.0]
[0.0, 2.0, 4.0, 2.0, 19.0]
[2.0, 1.0, 23.0, 1.0, 16.0]
[10.0, 2.0, 8.0, 0.0, 0.0]
[0.0, 6.0, 20.0, 3.0, 1.0]
[6.0, 2.0, 2.0, 3.0, 4.0]
[3.0, 9.0, 14.0, 1.0, 9.0]
[10.0, 6.0, 0.0, 2.0, 22.0]
[11.0, 2.0, 13.0, 1.0, 16.0]
[0.0, 5.0, 20.0, 3.0, 23.0]
[11.0, 2.0, 10.0, 3.0, 14.0]
[9.0, 7.0, 11.0, 3.0, 16.0]
[3.0, 0.0, 18.0, 2.0, 14.0]
[2.0, 0.0, 1.0, 3.0, 1.0]
[13.0, 0.0, 22.0, 3.0, 18.0]
[1.798651317935114, 1.4112080716646616, -2.723790103848097, 0.3966858955149479, -1.1836135705894462]
[1.7919610329746236, 1.6531639361293202, 2.557723652608504, 0.6525475497198334, 3.4573154660545242]
[1.600702195451161, 0.20306909392007988, 3.5857432024923632, 0.6416089287615504, 4.3200119101875805]
[0.44411091995269625, 0.9624191952992911, -0.8164115058698509, -0.18650388403175244, 3.4247744415838106]
[-5.239564168072532, -0.23370188582257923, -4.980115280586645, 0.09055470842775815, 3.835596766327121]
[-3.6568971241386015, 1.699109810842229, 2.5649310485256005, 0.6238537567637142, 2.60693794316727]
[0.9945004853986972, 1.340201161749039, 3.571270096849059, 0.008295099482188206, 2.8040970712442954]
[-1.3406622782060171, 1.428338639337738, -1.834286160169437, 0.4862342934923296, 3.9056824122125313]
[1.73246992952517, 2.144049321419713, 1.8046479088585867, -0.049218130320200615, 4.271541359297225]
[1.3648537067439428, -1.0854276582676552, -0.8815815668271596, 0.6235170164765198, -1.6615311613044694]
[-3.58273359548536, 2.1016629915817444, 2.1070679810583837, 0.6651583972985358, 2.2402688323264415]
[-0.37791868913750304, -0.37350138348324347, -4.387136361182607, 0.3363613324086798, 1.6421334693403016]
[-5.038771382895111, 1.6123164324499122, -8.095127130498344, 0.6865545367459273, 2.926247481807653]
[-1.231672750560443, 1.3433488261105062, -3.9721560690055786, 0.7001194635469943, 2.4265508740201414]
[1.5172322802939457, 0.5657800478427453, -3.894075750595102, 0.6583750982708948, -0.37352268721737225]
[1.6848758189198618, -0.6847505034207297, -6.798582077891764, 0.25826734356034614, -0.8134284444233062]
[1.743867457914873, 1.9526001448174977, -2.6670419902268168, -0.15934744241887766, 3.734013032126075]
[-2.1373791625944367, 1.243287320883584, -1.8413457938541415, 0.0549824352081163, 3.8676740235985396]
[-1.3015231832528478, 2.0843579344645433, 2.97729532247229, 0.09664833375300719, 3.7523119292840423]
[1.350612378805078, 1.1504819571877332, -4.30437072203663, 0.7069975790068637, 4.190195601749698]
[-0.2171018269165954, 1.7302997820628008, -7.580619915183995, 0.23169560574600095, -0.41807875452000953]
